epoch,accuracy,loss,val_accuracy,val_loss
0,0.5809857249259949,0.668675422668457,0.5905905961990356,0.6459054946899414
1,0.6937703490257263,0.5783975124359131,0.742542564868927,0.5243480205535889
2,0.7428571581840515,0.5178139805793762,0.7783783674240112,0.4787813723087311
3,0.7657743096351624,0.48280414938926697,0.7913913726806641,0.43902304768562317
4,0.7846885323524475,0.4575435519218445,0.8324324488639832,0.37916460633277893
5,0.795596718788147,0.4428574740886688,0.8360360264778137,0.37518367171287537
6,0.8037027716636658,0.4286067485809326,0.8318318128585815,0.38503333926200867
7,0.8112584352493286,0.41334500908851624,0.8484484553337097,0.3537918031215668
8,0.8175631761550903,0.3989231288433075,0.8014013767242432,0.4182557463645935
9,0.8214660882949829,0.3946663737297058,0.8518518805503845,0.34777626395225525
10,0.8294721245765686,0.3835916221141815,0.8654654622077942,0.31882336735725403
11,0.8343257308006287,0.3737854063510895,0.8632632493972778,0.31922653317451477
12,0.8377283215522766,0.3685893714427948,0.8610610365867615,0.325912743806839
13,0.8399800062179565,0.35924094915390015,0.8788788914680481,0.29114219546318054
14,0.8502376675605774,0.3473452627658844,0.8756756782531738,0.2943482995033264
15,0.8460845351219177,0.3490106463432312,0.83303302526474,0.37493106722831726
16,0.8505879640579224,0.3383539021015167,0.8924924731254578,0.2715394198894501
17,0.8563923239707947,0.33153918385505676,0.8572572469711304,0.3246040344238281
18,0.8602952361106873,0.32046571373939514,0.8944944739341736,0.26367250084877014
19,0.8580435514450073,0.323495477437973,0.886086106300354,0.2704607844352722
20,0.8596447110176086,0.31729233264923096,0.8892892599105835,0.2690669894218445
21,0.8619464635848999,0.31611886620521545,0.8554554581642151,0.37075117230415344
22,0.8797598481178284,0.28053537011146545,0.8968968987464905,0.2475864589214325
23,0.8863147497177124,0.26535025238990784,0.9073073267936707,0.22774720191955566
24,0.886614978313446,0.2671383023262024,0.908108115196228,0.2269047647714615
25,0.8834125399589539,0.2705034017562866,0.8976976871490479,0.24585261940956116
26,0.8870652914047241,0.2657066285610199,0.9059059023857117,0.22781921923160553
27,0.8869152069091797,0.2610526978969574,0.907707691192627,0.22141695022583008
28,0.8934200406074524,0.253275990486145,0.9127126932144165,0.21956348419189453
29,0.8969227075576782,0.2458762526512146,0.9107106924057007,0.21977050602436066
30,0.8945208787918091,0.25030267238616943,0.913913905620575,0.21298427879810333
31,0.8947710990905762,0.24962882697582245,0.9145145416259766,0.21262800693511963
32,0.8953715562820435,0.25054216384887695,0.9125125408172607,0.21249538660049438
33,0.8933199644088745,0.2479817420244217,0.9087086915969849,0.22281378507614136
34,0.8936702609062195,0.24732401967048645,0.9137136936187744,0.21799398958683014
35,0.8965224027633667,0.24889615178108215,0.9149149060249329,0.21554894745349884
36,0.8921191096305847,0.25213101506233215,0.9147146940231323,0.21694518625736237
37,0.8936201930046082,0.24982599914073944,0.9151151180267334,0.21627213060855865
38,0.8934200406074524,0.24662967026233673,0.9157156944274902,0.21330490708351135
39,0.894620954990387,0.24769754707813263,0.9157156944274902,0.21389812231063843
40,0.8947710990905762,0.24735265970230103,0.9155155420303345,0.21384717524051666
41,0.8948211073875427,0.2480928599834442,0.9151151180267334,0.21292467415332794
42,0.8975231647491455,0.24106533825397491,0.9147146940231323,0.21634478867053986
43,0.8951213359832764,0.24344848096370697,0.9149149060249329,0.2170189917087555
44,0.8949211835861206,0.24540461599826813,0.9147146940231323,0.21403786540031433
45,0.8963222503662109,0.2460699826478958,0.9151151180267334,0.21364198625087738
46,0.8974230885505676,0.2447671741247177,0.9133133292198181,0.21461082994937897
47,0.8991743922233582,0.24508708715438843,0.912912905216217,0.21488629281520844
