epoch,accuracy,loss,val_accuracy,val_loss
0,0.5647735595703125,0.6750231385231018,0.5981981754302979,0.6586937308311462
1,0.656642496585846,0.6232221722602844,0.7255254983901978,0.5527299046516418
2,0.7061796188354492,0.5678572654724121,0.7353353500366211,0.5347933173179626
3,0.733650267124176,0.5283239483833313,0.7771771550178528,0.4779919683933258
4,0.7562171816825867,0.49964484572410583,0.7963963747024536,0.45041730999946594
5,0.7687765955924988,0.48158106207847595,0.8232232332229614,0.4010283946990967
6,0.7879409790039062,0.4536162316799164,0.8328328132629395,0.3877888023853302
7,0.7898423671722412,0.4450716972351074,0.8370370268821716,0.38964205980300903
8,0.8026520013809204,0.43417036533355713,0.8240240216255188,0.393804669380188
9,0.8011508584022522,0.4296781122684479,0.8368368148803711,0.38073596358299255
10,0.8048036098480225,0.4228135049343109,0.8462462425231934,0.3569539785385132
11,0.8108081221580505,0.4095138907432556,0.8572572469711304,0.33990994095802307
12,0.8203652501106262,0.39998722076416016,0.8416416645050049,0.36681222915649414
13,0.8209657073020935,0.3885268568992615,0.8594594597816467,0.324687123298645
14,0.8319739699363708,0.380980521440506,0.8662662506103516,0.31944337487220764
15,0.8281711339950562,0.37924864888191223,0.8522522449493408,0.34398385882377625
16,0.8316237330436707,0.3741682171821594,0.8678678870201111,0.3193807303905487
17,0.8363772630691528,0.36443665623664856,0.8730731010437012,0.31123626232147217
18,0.8396297097206116,0.35989391803741455,0.8714714646339417,0.30048760771751404
19,0.846134603023529,0.3516303598880768,0.8780781030654907,0.29237326979637146
20,0.8432824611663818,0.3473759889602661,0.8718718886375427,0.3097585439682007
21,0.8511383533477783,0.3430260717868805,0.8790791034698486,0.28401950001716614
22,0.8492369055747986,0.34031054377555847,0.8820821046829224,0.2843272387981415
23,0.8507380485534668,0.33590027689933777,0.8868868947029114,0.2824368178844452
24,0.8545408844947815,0.33500853180885315,0.883283257484436,0.2817108929157257
25,0.85414057970047,0.3301863670349121,0.8918918967247009,0.2737036943435669
26,0.8608456254005432,0.31938648223876953,0.8780781030654907,0.29847854375839233
27,0.8590442538261414,0.3215702176094055,0.8944944739341736,0.2684013545513153
28,0.8618963956832886,0.31653690338134766,0.8930931091308594,0.26029184460639954
29,0.8603452444076538,0.32035449147224426,0.9035034775733948,0.24501965939998627
30,0.864898681640625,0.3120923340320587,0.9031031131744385,0.24604251980781555
31,0.861396074295044,0.31208536028862,0.8980981111526489,0.25016963481903076
32,0.8643983006477356,0.30820202827453613,0.8886886835098267,0.28948602080345154
33,0.8811608552932739,0.27759692072868347,0.9029029011726379,0.24599795043468475
34,0.8837628364562988,0.26975205540657043,0.9049049019813538,0.24055500328540802
35,0.8866649866104126,0.26765909790992737,0.9083083271980286,0.23433279991149902
36,0.8888165950775146,0.26384520530700684,0.9075074791908264,0.23139545321464539
37,0.888516366481781,0.25930342078208923,0.9009009003639221,0.24949519336223602
38,0.889667272567749,0.260664701461792,0.9125125408172607,0.22159606218338013
39,0.8887165188789368,0.25807997584342957,0.9073073267936707,0.22887340188026428
40,0.8906679749488831,0.25845202803611755,0.9155155420303345,0.2147841900587082
41,0.8912184238433838,0.2571682035923004,0.9147146940231323,0.21977421641349792
42,0.8891168236732483,0.25434377789497375,0.9069069027900696,0.239351287484169
43,0.8906179666519165,0.25136488676071167,0.9101101160049438,0.2207033634185791
44,0.8925694227218628,0.2490730583667755,0.9159159064292908,0.2131727635860443
45,0.8955216407775879,0.25031018257141113,0.9133133292198181,0.21365129947662354
46,0.8979734778404236,0.2426479011774063,0.9173173308372498,0.21611560881137848
47,0.893720269203186,0.24437332153320312,0.9163163304328918,0.21802911162376404
48,0.8966724872589111,0.24724635481834412,0.914314329624176,0.2145245522260666
49,0.8976232409477234,0.24505959451198578,0.9163163304328918,0.21512427926063538
